LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
FIN,GDEXPRD,TOT,MLN_USD,A,1995,3345.015906,
FIN,GDEXPRD,TOT,MLN_USD,A,1996,3858.1165,
FIN,GDEXPRD,TOT,MLN_USD,A,1997,4385.223647,
FIN,GDEXPRD,TOT,MLN_USD,A,1998,4911.7921,
FIN,GDEXPRD,TOT,MLN_USD,A,1999,5627.316725,
FIN,GDEXPRD,TOT,MLN_USD,A,2000,6312.869953,
FIN,GDEXPRD,TOT,MLN_USD,A,2001,6382.378206,
FIN,GDEXPRD,TOT,MLN_USD,A,2002,6611.971157,
FIN,GDEXPRD,TOT,MLN_USD,A,2003,6838.049835,
FIN,GDEXPRD,TOT,MLN_USD,A,2004,7134.442483,
FIN,GDEXPRD,TOT,MLN_USD,A,2005,7365.165021,
FIN,GDEXPRD,TOT,MLN_USD,A,2006,7681.286663,
FIN,GDEXPRD,TOT,MLN_USD,A,2007,8100.179642,
FIN,GDEXPRD,TOT,MLN_USD,A,2008,8652.784094,
FIN,GDEXPRD,TOT,MLN_USD,A,2009,8397.248177,
FIN,GDEXPRD,TOT,MLN_USD,A,2010,8598.17557,
FIN,GDEXPRD,TOT,MLN_USD,A,2011,8609.578004,
FIN,GDEXPRD,TOT,MLN_USD,A,2012,7973.684974,
FIN,GDEXPRD,TOT,MLN_USD,A,2013,7606.573603,
FIN,GDEXPRD,TOT,MLN_USD,A,2014,7291.857816,
FIN,GDEXPRD,TOT,MLN_USD,A,2015,6689.666886,
FIN,GDEXPRD,TOT,MLN_USD,A,2016,6521.157254,
FIN,GDEXPRD,TOT,MLN_USD,A,2017,6753.914546,
FIN,GDEXPRD,TOT,MLN_USD,A,2018,6913.588158,
FIN,GDEXPRD,TOT,PC_GDP,A,1981,1.146392447,
FIN,GDEXPRD,TOT,PC_GDP,A,1983,1.301984187,
FIN,GDEXPRD,TOT,PC_GDP,A,1984,1.431453545,
FIN,GDEXPRD,TOT,PC_GDP,A,1985,1.51552496,
FIN,GDEXPRD,TOT,PC_GDP,A,1986,1.599170928,
FIN,GDEXPRD,TOT,PC_GDP,A,1987,1.686921226,
FIN,GDEXPRD,TOT,PC_GDP,A,1988,1.717479696,
FIN,GDEXPRD,TOT,PC_GDP,A,1989,1.747771194,
FIN,GDEXPRD,TOT,PC_GDP,A,1990,1.820021944,
FIN,GDEXPRD,TOT,PC_GDP,A,1991,1.968537498,
FIN,GDEXPRD,TOT,PC_GDP,A,1992,2.06073952,
FIN,GDEXPRD,TOT,PC_GDP,A,1993,2.095206176,
FIN,GDEXPRD,TOT,PC_GDP,A,1994,2.213062436,
FIN,GDEXPRD,TOT,PC_GDP,A,1995,2.204367912,
FIN,GDEXPRD,TOT,PC_GDP,A,1996,2.452558676,
FIN,GDEXPRD,TOT,PC_GDP,A,1997,2.621577526,
FIN,GDEXPRD,TOT,PC_GDP,A,1998,2.784425016,
FIN,GDEXPRD,TOT,PC_GDP,A,1999,3.056194977,
FIN,GDEXPRD,TOT,PC_GDP,A,2000,3.241382006,
FIN,GDEXPRD,TOT,PC_GDP,A,2001,3.193723334,
FIN,GDEXPRD,TOT,PC_GDP,A,2002,3.253077626,
FIN,GDEXPRD,TOT,PC_GDP,A,2003,3.298221405,
FIN,GDEXPRD,TOT,PC_GDP,A,2004,3.309072208,
FIN,GDEXPRD,TOT,PC_GDP,A,2005,3.323698895,
FIN,GDEXPRD,TOT,PC_GDP,A,2006,3.332155098,
FIN,GDEXPRD,TOT,PC_GDP,A,2007,3.337041567,
FIN,GDEXPRD,TOT,PC_GDP,A,2008,3.536968316,
FIN,GDEXPRD,TOT,PC_GDP,A,2009,3.734021689,
FIN,GDEXPRD,TOT,PC_GDP,A,2010,3.705320262,
FIN,GDEXPRD,TOT,PC_GDP,A,2011,3.618062809,
FIN,GDEXPRD,TOT,PC_GDP,A,2012,3.398323692,
FIN,GDEXPRD,TOT,PC_GDP,A,2013,3.271372008,
FIN,GDEXPRD,TOT,PC_GDP,A,2014,3.14750818,
FIN,GDEXPRD,TOT,PC_GDP,A,2015,2.871963479,
FIN,GDEXPRD,TOT,PC_GDP,A,2016,2.724418209,
FIN,GDEXPRD,TOT,PC_GDP,A,2017,2.732314447,
FIN,GDEXPRD,TOT,PC_GDP,A,2018,2.755133483,
FRA,GDEXPRD,TOT,MLN_USD,A,1981,27358.58688,
FRA,GDEXPRD,TOT,MLN_USD,A,1982,29237.25613,
FRA,GDEXPRD,TOT,MLN_USD,A,1983,30168.62742,
FRA,GDEXPRD,TOT,MLN_USD,A,1984,32012.90939,
FRA,GDEXPRD,TOT,MLN_USD,A,1985,33424.43103,
FRA,GDEXPRD,TOT,MLN_USD,A,1986,34021.6923,
FRA,GDEXPRD,TOT,MLN_USD,A,1987,35582.26419,
FRA,GDEXPRD,TOT,MLN_USD,A,1988,37114.02211,
FRA,GDEXPRD,TOT,MLN_USD,A,1989,39488.02803,
FRA,GDEXPRD,TOT,MLN_USD,A,1990,42112.65229,
FRA,GDEXPRD,TOT,MLN_USD,A,1991,42616.16419,
FRA,GDEXPRD,TOT,MLN_USD,A,1992,43404.54602,
FRA,GDEXPRD,TOT,MLN_USD,A,1993,43806.56295,
FRA,GDEXPRD,TOT,MLN_USD,A,1994,43865.32971,
FRA,GDEXPRD,TOT,MLN_USD,A,1995,44249.48754,
FRA,GDEXPRD,TOT,MLN_USD,A,1996,44508.70153,
FRA,GDEXPRD,TOT,MLN_USD,A,1997,43995.09019,
FRA,GDEXPRD,TOT,MLN_USD,A,1998,44465.20965,
FRA,GDEXPRD,TOT,MLN_USD,A,1999,46269.94033,
FRA,GDEXPRD,TOT,MLN_USD,A,2000,47761.30741,
FRA,GDEXPRD,TOT,MLN_USD,A,2001,49746.04166,
FRA,GDEXPRD,TOT,MLN_USD,A,2002,51168.68657,
FRA,GDEXPRD,TOT,MLN_USD,A,2003,50295.51493,
FRA,GDEXPRD,TOT,MLN_USD,A,2004,51100.9314,
FRA,GDEXPRD,TOT,MLN_USD,A,2005,50881.70654,
FRA,GDEXPRD,TOT,MLN_USD,A,2006,52113.5358,
FRA,GDEXPRD,TOT,MLN_USD,A,2007,52689.42188,
FRA,GDEXPRD,TOT,MLN_USD,A,2008,53780.18782,
FRA,GDEXPRD,TOT,MLN_USD,A,2009,56058.97627,
FRA,GDEXPRD,TOT,MLN_USD,A,2010,56286.4992,
FRA,GDEXPRD,TOT,MLN_USD,A,2011,57865.0222,
FRA,GDEXPRD,TOT,MLN_USD,A,2012,58985.16644,
FRA,GDEXPRD,TOT,MLN_USD,A,2013,59590.41212,
FRA,GDEXPRD,TOT,MLN_USD,A,2014,61206.11376,
FRA,GDEXPRD,TOT,MLN_USD,A,2015,61645.65671,
FRA,GDEXPRD,TOT,MLN_USD,A,2016,61093.61445,
FRA,GDEXPRD,TOT,MLN_USD,A,2017,61962.02587,
FRA,GDEXPRD,TOT,MLN_USD,A,2018,62771.27474,
FRA,GDEXPRD,TOT,PC_GDP,A,1981,1.867444786,
FRA,GDEXPRD,TOT,PC_GDP,A,1982,1.946901549,
FRA,GDEXPRD,TOT,PC_GDP,A,1983,1.984298861,
FRA,GDEXPRD,TOT,PC_GDP,A,1984,2.074206196,
FRA,GDEXPRD,TOT,PC_GDP,A,1985,2.131079876,
FRA,GDEXPRD,TOT,PC_GDP,A,1986,2.1196188,
FRA,GDEXPRD,TOT,PC_GDP,A,1987,2.161470792,
FRA,GDEXPRD,TOT,PC_GDP,A,1988,2.15242593,
FRA,GDEXPRD,TOT,PC_GDP,A,1989,2.194768591,
FRA,GDEXPRD,TOT,PC_GDP,A,1990,2.274152071,
FRA,GDEXPRD,TOT,PC_GDP,A,1991,2.27747064,
FRA,GDEXPRD,TOT,PC_GDP,A,1992,2.283088518,
FRA,GDEXPRD,TOT,PC_GDP,A,1993,2.318812289,
FRA,GDEXPRD,TOT,PC_GDP,A,1994,2.268425747,
FRA,GDEXPRD,TOT,PC_GDP,A,1995,2.241079151,
FRA,GDEXPRD,TOT,PC_GDP,A,1996,2.222799402,
FRA,GDEXPRD,TOT,PC_GDP,A,1997,2.146989216,
FRA,GDEXPRD,TOT,PC_GDP,A,1998,2.094757636,
FRA,GDEXPRD,TOT,PC_GDP,A,1999,2.107667383,
FRA,GDEXPRD,TOT,PC_GDP,A,2000,2.093460978,
FRA,GDEXPRD,TOT,PC_GDP,A,2001,2.138042517,
FRA,GDEXPRD,TOT,PC_GDP,A,2002,2.174494514,
FRA,GDEXPRD,TOT,PC_GDP,A,2003,2.119937208,
FRA,GDEXPRD,TOT,PC_GDP,A,2004,2.094612844,
FRA,GDEXPRD,TOT,PC_GDP,A,2005,2.051505823,
FRA,GDEXPRD,TOT,PC_GDP,A,2006,2.050937992,
FRA,GDEXPRD,TOT,PC_GDP,A,2007,2.024512996,
FRA,GDEXPRD,TOT,PC_GDP,A,2008,2.061169195,
FRA,GDEXPRD,TOT,PC_GDP,A,2009,2.21206518,
FRA,GDEXPRD,TOT,PC_GDP,A,2010,2.178573219,
FRA,GDEXPRD,TOT,PC_GDP,A,2011,2.191614526,
FRA,GDEXPRD,TOT,PC_GDP,A,2012,2.227065823,
FRA,GDEXPRD,TOT,PC_GDP,A,2013,2.237025131,
FRA,GDEXPRD,TOT,PC_GDP,A,2014,2.27591667,
FRA,GDEXPRD,TOT,PC_GDP,A,2015,2.267030775,
FRA,GDEXPRD,TOT,PC_GDP,A,2016,2.222383891,
FRA,GDEXPRD,TOT,PC_GDP,A,2017,2.203482785,
FRA,GDEXPRD,TOT,PC_GDP,A,2018,2.192944639,
DEU,GDEXPRD,TOT,MLN_USD,A,1981,45439.70802,
DEU,GDEXPRD,TOT,MLN_USD,A,1982,46581.4719,
DEU,GDEXPRD,TOT,MLN_USD,A,1983,47097.58991,
DEU,GDEXPRD,TOT,MLN_USD,A,1984,48814.72977,
DEU,GDEXPRD,TOT,MLN_USD,A,1985,53176.99896,
DEU,GDEXPRD,TOT,MLN_USD,A,1986,55345.85687,
DEU,GDEXPRD,TOT,MLN_USD,A,1987,58194.02549,
DEU,GDEXPRD,TOT,MLN_USD,A,1988,60389.94933,
DEU,GDEXPRD,TOT,MLN_USD,A,1989,62323.11116,
DEU,GDEXPRD,TOT,MLN_USD,A,1990,63050.42761,
DEU,GDEXPRD,TOT,MLN_USD,A,1991,67984.04602,
DEU,GDEXPRD,TOT,MLN_USD,A,1992,65996.02583,
DEU,GDEXPRD,TOT,MLN_USD,A,1993,63421.42899,
DEU,GDEXPRD,TOT,MLN_USD,A,1994,62596.91589,
DEU,GDEXPRD,TOT,MLN_USD,A,1995,63823.6262,
DEU,GDEXPRD,TOT,MLN_USD,A,1996,64631.27534,
DEU,GDEXPRD,TOT,MLN_USD,A,1997,67124.82277,
DEU,GDEXPRD,TOT,MLN_USD,A,1998,69350.31337,
DEU,GDEXPRD,TOT,MLN_USD,A,1999,74860.53508,
DEU,GDEXPRD,TOT,MLN_USD,A,2000,79062.84399,
DEU,GDEXPRD,TOT,MLN_USD,A,2001,80223.44611,
DEU,GDEXPRD,TOT,MLN_USD,A,2002,81124.7743,
DEU,GDEXPRD,TOT,MLN_USD,A,2003,81815.26049,
DEU,GDEXPRD,TOT,MLN_USD,A,2004,81469.80164,
DEU,GDEXPRD,TOT,MLN_USD,A,2005,82285.00875,
DEU,GDEXPRD,TOT,MLN_USD,A,2006,86486.85156,
DEU,GDEXPRD,TOT,MLN_USD,A,2007,88641.32129,
DEU,GDEXPRD,TOT,MLN_USD,A,2008,95119.41234,
DEU,GDEXPRD,TOT,MLN_USD,A,2009,94074.63923,
DEU,GDEXPRD,TOT,MLN_USD,A,2010,97561.98965,
DEU,GDEXPRD,TOT,MLN_USD,A,2011,104187.1333,
DEU,GDEXPRD,TOT,MLN_USD,A,2012,107462.5134,
DEU,GDEXPRD,TOT,MLN_USD,A,2013,106212.3355,
DEU,GDEXPRD,TOT,MLN_USD,A,2014,110178.6779,
DEU,GDEXPRD,TOT,MLN_USD,A,2015,114128.177,
DEU,GDEXPRD,TOT,MLN_USD,A,2016,117109.8317,
DEU,GDEXPRD,TOT,MLN_USD,A,2017,125175.4645,
DEU,GDEXPRD,TOT,MLN_USD,A,2018,129647.1399,
DEU,GDEXPRD,TOT,PC_GDP,A,1981,2.351612025,
DEU,GDEXPRD,TOT,PC_GDP,A,1982,2.420257159,
DEU,GDEXPRD,TOT,PC_GDP,A,1983,2.409191,
DEU,GDEXPRD,TOT,PC_GDP,A,1984,2.428473604,
DEU,GDEXPRD,TOT,PC_GDP,A,1985,2.585306935,
DEU,GDEXPRD,TOT,PC_GDP,A,1986,2.630580041,
DEU,GDEXPRD,TOT,PC_GDP,A,1987,2.727706477,
DEU,GDEXPRD,TOT,PC_GDP,A,1988,2.729448108,
DEU,GDEXPRD,TOT,PC_GDP,A,1989,2.711178852,
DEU,GDEXPRD,TOT,PC_GDP,A,1990,2.605879436,
DEU,GDEXPRD,TOT,PC_GDP,A,1991,2.386656577,
DEU,GDEXPRD,TOT,PC_GDP,A,1992,2.273039026,
DEU,GDEXPRD,TOT,PC_GDP,A,1993,2.205968539,
DEU,GDEXPRD,TOT,PC_GDP,A,1994,2.126300029,
DEU,GDEXPRD,TOT,PC_GDP,A,1995,2.135198115,
DEU,GDEXPRD,TOT,PC_GDP,A,1996,2.144611477,
DEU,GDEXPRD,TOT,PC_GDP,A,1997,2.188321291,
DEU,GDEXPRD,TOT,PC_GDP,A,1998,2.216129308,
DEU,GDEXPRD,TOT,PC_GDP,A,1999,2.347792355,
DEU,GDEXPRD,TOT,PC_GDP,A,2000,2.409817362,
DEU,GDEXPRD,TOT,PC_GDP,A,2001,2.40437244,
DEU,GDEXPRD,TOT,PC_GDP,A,2002,2.436220998,
DEU,GDEXPRD,TOT,PC_GDP,A,2003,2.474613872,
DEU,GDEXPRD,TOT,PC_GDP,A,2004,2.43518833,
DEU,GDEXPRD,TOT,PC_GDP,A,2005,2.441928279,
DEU,GDEXPRD,TOT,PC_GDP,A,2006,2.472315478,
DEU,GDEXPRD,TOT,PC_GDP,A,2007,2.460480567,
DEU,GDEXPRD,TOT,PC_GDP,A,2008,2.615133026,
DEU,GDEXPRD,TOT,PC_GDP,A,2009,2.742662559,
DEU,GDEXPRD,TOT,PC_GDP,A,2010,2.730237388,
DEU,GDEXPRD,TOT,PC_GDP,A,2011,2.805546283,
DEU,GDEXPRD,TOT,PC_GDP,A,2012,2.881655551,
DEU,GDEXPRD,TOT,PC_GDP,A,2013,2.835986547,
DEU,GDEXPRD,TOT,PC_GDP,A,2014,2.877840495,
DEU,GDEXPRD,TOT,PC_GDP,A,2015,2.930025346,
DEU,GDEXPRD,TOT,PC_GDP,A,2016,2.94098963,
DEU,GDEXPRD,TOT,PC_GDP,A,2017,3.067917497,
DEU,GDEXPRD,TOT,PC_GDP,A,2018,3.129708884,
GRC,GDEXPRD,TOT,MLN_USD,A,1981,319.2293585,
GRC,GDEXPRD,TOT,MLN_USD,A,1986,516.1567929,
GRC,GDEXPRD,TOT,MLN_USD,A,1988,577.6910679,
GRC,GDEXPRD,TOT,MLN_USD,A,1989,749.7446916,
GRC,GDEXPRD,TOT,MLN_USD,A,1991,752.6619705,
GRC,GDEXPRD,TOT,MLN_USD,A,1993,967.3456127,
GRC,GDEXPRD,TOT,MLN_USD,A,1995,1044.417053,
GRC,GDEXPRD,TOT,MLN_USD,A,1997,1153.620801,
GRC,GDEXPRD,TOT,MLN_USD,A,1999,1635.945299,
GRC,GDEXPRD,TOT,MLN_USD,A,2001,1743.059203,
GRC,GDEXPRD,TOT,MLN_USD,A,2003,1872.05315,
GRC,GDEXPRD,TOT,MLN_USD,A,2004,1897.585213,
GRC,GDEXPRD,TOT,MLN_USD,A,2005,2095.949155,
GRC,GDEXPRD,TOT,MLN_USD,A,2006,2146.437845,
GRC,GDEXPRD,TOT,MLN_USD,A,2007,2277.410105,
GRC,GDEXPRD,TOT,MLN_USD,A,2008,2605.518793,
GRC,GDEXPRD,TOT,MLN_USD,A,2009,2356.84039,
GRC,GDEXPRD,TOT,MLN_USD,A,2010,2130.884119,
GRC,GDEXPRD,TOT,MLN_USD,A,2011,2174.395953,
GRC,GDEXPRD,TOT,MLN_USD,A,2012,2098.459149,
GRC,GDEXPRD,TOT,MLN_USD,A,2013,2354.769704,
GRC,GDEXPRD,TOT,MLN_USD,A,2014,2436.472096,
GRC,GDEXPRD,TOT,MLN_USD,A,2015,2798.161677,
GRC,GDEXPRD,TOT,MLN_USD,A,2016,2887.91779,
GRC,GDEXPRD,TOT,MLN_USD,A,2017,3335.893641,
GRC,GDEXPRD,TOT,MLN_USD,A,2018,3546.94421,
GRC,GDEXPRD,TOT,PC_GDP,A,1981,0.14767742,
GRC,GDEXPRD,TOT,PC_GDP,A,1986,0.232272565,
GRC,GDEXPRD,TOT,PC_GDP,A,1988,0.25503558,
GRC,GDEXPRD,TOT,PC_GDP,A,1989,0.318875511,
GRC,GDEXPRD,TOT,PC_GDP,A,1991,0.310491042,
GRC,GDEXPRD,TOT,PC_GDP,A,1993,0.402722783,
GRC,GDEXPRD,TOT,PC_GDP,A,1995,0.417516618,
GRC,GDEXPRD,TOT,PC_GDP,A,1997,0.429098269,
GRC,GDEXPRD,TOT,PC_GDP,A,1999,0.568231096,
GRC,GDEXPRD,TOT,PC_GDP,A,2001,0.559483888,
GRC,GDEXPRD,TOT,PC_GDP,A,2003,0.546536615,
GRC,GDEXPRD,TOT,PC_GDP,A,2004,0.527303336,
GRC,GDEXPRD,TOT,PC_GDP,A,2005,0.578956184,
GRC,GDEXPRD,TOT,PC_GDP,A,2006,0.561182043,
GRC,GDEXPRD,TOT,PC_GDP,A,2007,0.57654971,
GRC,GDEXPRD,TOT,PC_GDP,A,2008,0.661832067,
GRC,GDEXPRD,TOT,PC_GDP,A,2009,0.625568914,
GRC,GDEXPRD,TOT,PC_GDP,A,2010,0.598376915,
GRC,GDEXPRD,TOT,PC_GDP,A,2011,0.671962477,
GRC,GDEXPRD,TOT,PC_GDP,A,2012,0.699567292,
GRC,GDEXPRD,TOT,PC_GDP,A,2013,0.811312099,
GRC,GDEXPRD,TOT,PC_GDP,A,2014,0.833297289,
GRC,GDEXPRD,TOT,PC_GDP,A,2015,0.961207155,
GRC,GDEXPRD,TOT,PC_GDP,A,2016,0.993937565,
GRC,GDEXPRD,TOT,PC_GDP,A,2017,1.131093778,
GRC,GDEXPRD,TOT,PC_GDP,A,2018,1.179831867,
HUN,GDEXPRD,TOT,MLN_USD,A,1991,1710.239352,
HUN,GDEXPRD,TOT,MLN_USD,A,1992,1631.646778,
HUN,GDEXPRD,TOT,MLN_USD,A,1993,1505.924379,
HUN,GDEXPRD,TOT,MLN_USD,A,1994,1411.649598,
HUN,GDEXPRD,TOT,MLN_USD,A,1995,1181.224085,
HUN,GDEXPRD,TOT,MLN_USD,A,1996,1055.496447,
HUN,GDEXPRD,TOT,MLN_USD,A,1997,1207.315951,
HUN,GDEXPRD,TOT,MLN_USD,A,1998,1179.301684,
HUN,GDEXPRD,TOT,MLN_USD,A,1999,1242.808245,
HUN,GDEXPRD,TOT,MLN_USD,A,2000,1528.653261,
HUN,GDEXPRD,TOT,MLN_USD,A,2001,1836.604957,
HUN,GDEXPRD,TOT,MLN_USD,A,2002,2072.103409,
HUN,GDEXPRD,TOT,MLN_USD,A,2003,2014.433385,
HUN,GDEXPRD,TOT,MLN_USD,A,2004,1979.600851,
HUN,GDEXPRD,TOT,MLN_USD,A,2005,2207.75347,
HUN,GDEXPRD,TOT,MLN_USD,A,2006,2439.297964,
HUN,GDEXPRD,TOT,MLN_USD,A,2007,2388.677092,
HUN,GDEXPRD,TOT,MLN_USD,A,2008,2471.506768,
HUN,GDEXPRD,TOT,MLN_USD,A,2009,2663.895797,
HUN,GDEXPRD,TOT,MLN_USD,A,2010,2697.998202,
HUN,GDEXPRD,TOT,MLN_USD,A,2011,2864.464142,
HUN,GDEXPRD,TOT,MLN_USD,A,2012,2999.514548,
HUN,GDEXPRD,TOT,MLN_USD,A,2013,3364.602139,
HUN,GDEXPRD,TOT,MLN_USD,A,2014,3410.282587,
HUN,GDEXPRD,TOT,MLN_USD,A,2015,3534.537665,
HUN,GDEXPRD,TOT,MLN_USD,A,2016,3192.593269,
HUN,GDEXPRD,TOT,MLN_USD,A,2017,3727.61826,
HUN,GDEXPRD,TOT,MLN_USD,A,2018,4509.981334,
HUN,GDEXPRD,TOT,PC_GDP,A,1991,1.029180971,
HUN,GDEXPRD,TOT,PC_GDP,A,1992,1.012923655,
HUN,GDEXPRD,TOT,PC_GDP,A,1993,0.9402925,
HUN,GDEXPRD,TOT,PC_GDP,A,1994,0.856194373,
HUN,GDEXPRD,TOT,PC_GDP,A,1995,0.7059217,
HUN,GDEXPRD,TOT,PC_GDP,A,1996,0.630265062,
HUN,GDEXPRD,TOT,PC_GDP,A,1997,0.698951617,
HUN,GDEXPRD,TOT,PC_GDP,A,1998,0.657106157,
HUN,GDEXPRD,TOT,PC_GDP,A,1999,0.671858998,
HUN,GDEXPRD,TOT,PC_GDP,A,2000,0.790957586,
HUN,GDEXPRD,TOT,PC_GDP,A,2001,0.913097859,
HUN,GDEXPRD,TOT,PC_GDP,A,2002,0.983547016,
HUN,GDEXPRD,TOT,PC_GDP,A,2003,0.918650759,
HUN,GDEXPRD,TOT,PC_GDP,A,2004,0.861230081,
HUN,GDEXPRD,TOT,PC_GDP,A,2005,0.921388158,
HUN,GDEXPRD,TOT,PC_GDP,A,2006,0.978574906,
HUN,GDEXPRD,TOT,PC_GDP,A,2007,0.955952191,
HUN,GDEXPRD,TOT,PC_GDP,A,2008,0.978742799,
HUN,GDEXPRD,TOT,PC_GDP,A,2009,1.130681514,
HUN,GDEXPRD,TOT,PC_GDP,A,2010,1.137599186,
HUN,GDEXPRD,TOT,PC_GDP,A,2011,1.186210703,
HUN,GDEXPRD,TOT,PC_GDP,A,2012,1.260691495,
HUN,GDEXPRD,TOT,PC_GDP,A,2013,1.386912396,
HUN,GDEXPRD,TOT,PC_GDP,A,2014,1.349144472,
HUN,GDEXPRD,TOT,PC_GDP,A,2015,1.346519917,
HUN,GDEXPRD,TOT,PC_GDP,A,2016,1.190070996,
HUN,GDEXPRD,TOT,PC_GDP,A,2017,1.331930105,
HUN,GDEXPRD,TOT,PC_GDP,A,2018,1.533369486,
ISL,GDEXPRD,TOT,MLN_USD,A,1981,41.70170652,
ISL,GDEXPRD,TOT,MLN_USD,A,1983,44.13628635,
ISL,GDEXPRD,TOT,MLN_USD,A,1984,48.74056527,
ISL,GDEXPRD,TOT,MLN_USD,A,1985,51.04111159,
ISL,GDEXPRD,TOT,MLN_USD,A,1986,53.11443798,
ISL,GDEXPRD,TOT,MLN_USD,A,1987,60.79873631,
ISL,GDEXPRD,TOT,MLN_USD,A,1989,79.43684165,
ISL,GDEXPRD,TOT,MLN_USD,A,1990,79.11882163,
ISL,GDEXPRD,TOT,MLN_USD,A,1991,93.33681767,
ISL,GDEXPRD,TOT,MLN_USD,A,1992,103.7073066,
ISL,GDEXPRD,TOT,MLN_USD,A,1993,105.4510627,
ISL,GDEXPRD,TOT,MLN_USD,A,1994,113.0529739,
ISL,GDEXPRD,TOT,MLN_USD,A,1995,126.2886398,
ISL,GDEXPRD,TOT,MLN_USD,A,1997,166.33769,
ISL,GDEXPRD,TOT,MLN_USD,A,1998,193.7976073,
ISL,GDEXPRD,TOT,MLN_USD,A,1999,230.9989981,
ISL,GDEXPRD,TOT,MLN_USD,A,2000,279.1832946,
ISL,GDEXPRD,TOT,MLN_USD,A,2001,320.6462331,
ISL,GDEXPRD,TOT,MLN_USD,A,2002,320.3737545,
ISL,GDEXPRD,TOT,MLN_USD,A,2003,313.8218547,
ISL,GDEXPRD,TOT,MLN_USD,A,2005,357.4638571,
ISL,GDEXPRD,TOT,MLN_USD,A,2006,405.3259953,
ISL,GDEXPRD,TOT,MLN_USD,A,2007,390.4743564,
ISL,GDEXPRD,TOT,MLN_USD,A,2008,388.6164179,
ISL,GDEXPRD,TOT,MLN_USD,A,2009,377.9596361,
ISL,GDEXPRD,TOT,MLN_USD,A,2011,345.8421955,
ISL,GDEXPRD,TOT,MLN_USD,A,2013,257.2506607,
ISL,GDEXPRD,TOT,MLN_USD,A,2014,300.5746375,
ISL,GDEXPRD,TOT,MLN_USD,A,2015,355.148098,
ISL,GDEXPRD,TOT,MLN_USD,A,2016,366.6604358,
ISL,GDEXPRD,TOT,MLN_USD,A,2017,379.1600175,
ISL,GDEXPRD,TOT,MLN_USD,A,2018,381.8013466,
ISL,GDEXPRD,TOT,PC_GDP,A,1981,0.633902153,
ISL,GDEXPRD,TOT,PC_GDP,A,1983,0.671198117,
ISL,GDEXPRD,TOT,PC_GDP,A,1984,0.711825123,
ISL,GDEXPRD,TOT,PC_GDP,A,1985,0.721660027,
ISL,GDEXPRD,TOT,PC_GDP,A,1986,0.706662786,
ISL,GDEXPRD,TOT,PC_GDP,A,1987,0.745213306,
ISL,GDEXPRD,TOT,PC_GDP,A,1989,0.972023857,
ISL,GDEXPRD,TOT,PC_GDP,A,1990,0.956942227,
ISL,GDEXPRD,TOT,PC_GDP,A,1991,1.131437956,
ISL,GDEXPRD,TOT,PC_GDP,A,1992,1.301045942,
ISL,GDEXPRD,TOT,PC_GDP,A,1993,1.30577135,
ISL,GDEXPRD,TOT,PC_GDP,A,1994,1.351142887,
ISL,GDEXPRD,TOT,PC_GDP,A,1995,1.507570228,
ISL,GDEXPRD,TOT,PC_GDP,A,1997,1.795396159,
ISL,GDEXPRD,TOT,PC_GDP,A,1998,1.953199337,
ISL,GDEXPRD,TOT,PC_GDP,A,1999,2.237665563,
ISL,GDEXPRD,TOT,PC_GDP,A,2000,2.578302251,
ISL,GDEXPRD,TOT,PC_GDP,A,2001,2.850099131,
ISL,GDEXPRD,TOT,PC_GDP,A,2002,2.828410861,
ISL,GDEXPRD,TOT,PC_GDP,A,2003,2.709121018,
ISL,GDEXPRD,TOT,PC_GDP,A,2005,2.68613667,
ISL,GDEXPRD,TOT,PC_GDP,A,2006,2.893897776,
ISL,GDEXPRD,TOT,PC_GDP,A,2007,2.549127865,
ISL,GDEXPRD,TOT,PC_GDP,A,2008,2.487449202,
ISL,GDEXPRD,TOT,PC_GDP,A,2009,2.59511391,
ISL,GDEXPRD,TOT,PC_GDP,A,2011,2.413666889,
ISL,GDEXPRD,TOT,PC_GDP,A,2013,1.702039951,
ISL,GDEXPRD,TOT,PC_GDP,A,2014,1.948111282,
ISL,GDEXPRD,TOT,PC_GDP,A,2015,2.197460611,
ISL,GDEXPRD,TOT,PC_GDP,A,2016,2.127689826,
ISL,GDEXPRD,TOT,PC_GDP,A,2017,2.104550984,
ISL,GDEXPRD,TOT,PC_GDP,A,2018,2.041346263,
IRL,GDEXPRD,TOT,MLN_USD,A,1981,423.0685846,
IRL,GDEXPRD,TOT,MLN_USD,A,1982,430.113378,
IRL,GDEXPRD,TOT,MLN_USD,A,1983,414.2049336,
IRL,GDEXPRD,TOT,MLN_USD,A,1984,470.4122758,
IRL,GDEXPRD,TOT,MLN_USD,A,1985,525.551838,
IRL,GDEXPRD,TOT,MLN_USD,A,1986,567.6632137,
IRL,GDEXPRD,TOT,MLN_USD,A,1987,591.443066,
IRL,GDEXPRD,TOT,MLN_USD,A,1988,598.750653,
IRL,GDEXPRD,TOT,MLN_USD,A,1989,636.3107855,
IRL,GDEXPRD,TOT,MLN_USD,A,1990,714.4218528,
IRL,GDEXPRD,TOT,MLN_USD,A,1991,821.3040411,
IRL,GDEXPRD,TOT,MLN_USD,A,1992,942.7645188,
IRL,GDEXPRD,TOT,MLN_USD,A,1993,1095.778134,
