id	magnitude	location	date	time	latitude	longitude
nc:73535536	0.2	6km NW of The Geysers, CA	2021-03-15	22:24:33	38.8141667	-122.8066667
tx:2021ffca	2.3	53 km NW of Toyah, Texas	2021-03-15	22:22:22	31.59313724	-104.2494902
tx:2021ffbn	1.6	52 km NW of Toyah, Texas	2021-03-15	22:08:13	31.58950064	-104.2419337
tx:2021ffbg	2.5	western Texas	2021-03-15	22:00:14	31.59501554	-104.241974
tx:2021ffbe	2.7	52 km NW of Toyah, Texas	2021-03-15	21:59:23	31.58671466	-104.2472915
nc:73535521	0.6	13km ENE of Cloverdale, CA	2021-03-15	21:54:29	38.8426666	-122.8776703
mb:80491839	2.4	19 km WNW of Stanley, Idaho	2021-03-15	21:44:22	44.2785	-115.1715
ok:2021ffas	1.4	10 km SE of Ratliff City, Oklahoma	2021-03-15	21:43:20	34.37116667	-97.4355
us:7000djlj	5.2	Kermadec Islands region	2021-03-15	21:31:59	-29.3328	-176.8847
uw:61718176	1.8	14 km S of Harrah, Washington	2021-03-15	21:18:38	46.2706666666667	-120.5375
ak:0213eqdgx4	2.1	23 km WSW of Healy, Alaska	2021-03-15	21:17:19	63.7577	-149.3891
nc:73535501	0.9	8km WNW of Cobb, CA	2021-03-15	21:05:52	38.8375015	-122.8095016
nn:00802676	0.9	31 km SE of Mina, Nevada	2021-03-15	20:54:30	38.1567	-117.9025
nc:73535496	0.9	8km WNW of Cobb, CA	2021-03-15	20:51:02	38.8461685	-122.8168335
us:7000djlc	5.1	Kermadec Islands region	2021-03-15	20:44:34	-29.4076	-176.7302
ci:37319964	0.4	10km ENE of Aguanga, CA	2021-03-15	20:32:13	33.4933333	-116.7705
ci:39580967	0.8	11km NE of Aguanga, CA	2021-03-15	20:32:07	33.4975	-116.7681667
av:91021818	0.6	97 km NNW of Karluk, Alaska	2021-03-15	20:31:59	58.4086666666667	-154.893
ci:37319972	2.9	91km ESE of Maneadero, B.C., MX	2021-03-15	20:30:44	31.4985	-115.6421667
ak:0213epum9r	2.1	20 km ESE of Kasilof, Alaska	2021-03-15	20:29:24	60.2612	-150.9468
ak:0213epu54s	1.9	32 km ENE of Chase, Alaska	2021-03-15	20:27:02	62.5209	-149.4966
nn:00802672	1.6	38 km SE of Mina, Nevada	2021-03-15	20:19:10	38.188	-117.7548
ci:39580951	1.1	4km SE of Home Gardens, CA	2021-03-15	20:16:15	33.85	-117.4876667
ci:39580943	1.5	6km WNW of Rosamond, CA	2021-03-15	20:09:44	34.8811667	-118.2241667
nc:73535486	0.4	7km NW of The Geysers, CA	2021-03-15	20:09:39	38.8186667	-122.8183333
ak:0213epf670	1.8	82 km ESE of McKinley Park, Alaska	2021-03-15	19:57:17	63.5802	-147.283
us:7000djl3	5.0	4 km NNE of Sakai, Japan	2021-03-15	19:56:16	36.1389	139.8155
ok:2021fexc	1.6	9 km E of Chickasha, Oklahoma	2021-03-15	19:53:00	35.04233333	-97.838
ak:0213epdjia	1.7	48 km N of Petersville, Alaska	2021-03-15	19:49:56	62.93	-150.8288
nc:73535476	0.8	7km NW of The Geysers, CA	2021-03-15	19:45:49	38.822834	-122.8095016
ak:0213epcmv3	0.5	87 km NNW of Karluk, Alaska	2021-03-15	19:45:36	58.2666	-155.1478
ak:0213epapi4	1.2	20 km SW of Cantwell, Alaska	2021-03-15	19:36:34	63.2778	-149.2781
ci:39580911	2.7	151km SSE of Estacion Coahuila, B.C., MX	2021-03-15	19:34:23	31.0138333	-114.2036667
nc:73535471	1.1	7km NW of The Geysers, CA	2021-03-15	19:33:43	38.8226662	-122.8066635
ci:39580903	1.7	5km SSE of Home Gardens, CA	2021-03-15	19:31:57	33.8353333	-117.4953333
nn:00802670	1.2	31 km SSE of Mina, Nevada	2021-03-15	19:31:10	38.1481	-117.9183
ak:0213ep9exn	1.7	38 km NW of Aleneva, Alaska	2021-03-15	19:30:31	58.3213	-153.3442
us:7000djkm	5.3	Kermadec Islands region	2021-03-15	19:28:46	-29.2678	-176.8396
nc:73535466	1.0	7km NW of The Geysers, CA	2021-03-15	19:28:36	38.8221664	-122.809166
ak:0213ep5xq4	1.3	8 km ENE of Fox, Alaska	2021-03-15	19:14:08	64.994	-147.4551
av:91021798	0.1	21 km W of Dutch Harbor, Alaska	2021-03-15	19:12:04	53.888	-166.872333333333
ci:39580887	2.6	90km ESE of Maneadero, B.C., MX	2021-03-15	19:07:06	31.4986667	-115.657
ak:0213ep4b85	2.1	55 km ENE of Port Alsworth, Alaska	2021-03-15	19:06:49	60.3165	-153.3489
uw:61718171	1.2	6 km SE of Castle Rock, Washington	2021-03-15	19:05:55	46.2408333333333	-122.837
mb:80491809	1.6	6 km E of Butte, Montana	2021-03-15	19:01:35	46.015	-112.4525
hv:72384632	2.0	11 km NE of Pāhala, Hawaii	2021-03-15	18:53:48	19.2593326568604	-155.390838623047
ci:39580855	0.8	19km ESE of Anza, CA	2021-03-15	18:47:32	33.4698333	-116.495
mb:80491804	1.8	27 km NW of Stanley, Idaho	2021-03-15	18:46:21	44.3808333	-115.1993333
ak:0213eoqy0p	1.6	4 km W of Point Possession, Alaska	2021-03-15	18:44:14	60.9235	-150.7663
tx:2021feuu	1.9	59 km S of Whites City, New Mexico	2021-03-15	18:43:44	31.64154725	-104.3047377
ak:0213eophl5	1.7	3 km WSW of Point Possession, Alaska	2021-03-15	18:37:34	60.9157	-150.7599
uw:61718156	1.3	10 km NW of Riverside, Washington	2021-03-15	18:30:56	48.5676666666667	-119.601333333333
uw:61718151	1.4	10 km W of McMinnville, Oregon	2021-03-15	18:30:09	45.2211666666667	-123.326
ci:39580847	0.8	4km NW of Green Acres, CA	2021-03-15	18:20:46	33.7636667	-117.1038333
ci:39580831	0.7	13km WNW of Anza, CA	2021-03-15	18:16:26	33.6015	-116.8066667
hv:72384577	2.0	10 km ENE of Pāhala, Hawaii	2021-03-15	18:05:16	19.246000289917	-155.391326904297
ci:39580815	1.3	12km SW of Searles Valley, CA	2021-03-15	17:59:22	35.7031667	-117.5058333
ak:0213eo7iyc	1.5	20 km ESE of Denali National Park, Alaska	2021-03-15	17:53:54	63.4738	-151.3302
nc:73535436	0.9	9km WNW of The Geysers, CA	2021-03-15	17:46:43	38.8213348	-122.8414993
ak:0213eo568o	2.2	140 km W of Haines Junction, Canada	2021-03-15	17:42:56	60.7965	-140.0816
av:91021788	1.0	80 km NW of Ninilchik, Alaska	2021-03-15	17:41:06	60.5183333333333	-152.779
ci:39580783	0.3	12km WNW of Anza, CA	2021-03-15	17:40:51	33.5798333	-116.8041667
us:7000djjv	4.2	25 km SW of San Juan, Peru	2021-03-15	17:39:16	-14.8094	-74.3884
ok:2021fesk	1.7	6 km W of Arcadia, Oklahoma	2021-03-15	17:31:48	35.66633333	-97.39566667
nc:73535421	0.9	6km NW of The Geysers, CA	2021-03-15	17:29:59	38.8225	-122.7988333
hv:72384517	2.2	10 km E of Pāhala, Hawaii	2021-03-15	17:28:23	19.2198333740234	-155.380004882812
ak:0213eo1o29	1.9	58 km N of Petersville, Alaska	2021-03-15	17:26:20	63.0185	-150.6459
uw:61718136	0.5	14 km NNE of Ashford, Washington	2021-03-15	17:20:22	46.8873333333333	-121.989833333333
hv:72384497	2.2	11 km NE of Pāhala, Hawaii	2021-03-15	17:19:30	19.2686672210693	-155.389663696289
us:7000djjq	2.8	75 km WNW of Haines Junction, Canada	2021-03-15	17:08:57	61.0631	-138.7557
nc:73535416	0.2	10km WNW of The Geysers, CA	2021-03-15	17:07:13	38.8241667	-122.8526667
hv:72384477	1.9	20 km WNW of Volcano, Hawaii	2021-03-15	16:56:53	19.4896659851074	-155.425506591797
av:91021778	0.1	19 km N of Atka, Alaska	2021-03-15	16:52:21	52.3661666666667	-174.170333333333
hv:72384472	1.8	3 km SSE of Pāhala, Hawaii	2021-03-15	16:52:14	19.1770000457764	-155.467666625977
av:91021773	0.7	18 km N of Atka, Alaska	2021-03-15	16:51:27	52.365	-174.171666666667
ak:0213enjnia	1.9	56 km S of Denali National Park, Alaska	2021-03-15	16:42:37	63.0349	-151.8704
nm:60327347	1.3	5 km NW of Tiptonville, Tennessee	2021-03-15	16:39:27	36.4106667	-89.5231667
ak:0213enikri	1.9	109 km W of Skwentna, Alaska	2021-03-15	16:37:15	61.9927	-153.49
uw:61718116	0.9	2 km SW of Vashon, Washington	2021-03-15	16:29:23	47.4355	-122.481666666667
nc:73535406	0.8	8km NW of The Geysers, CA	2021-03-15	16:21:16	38.8348351	-122.8183365
nc:73535396	1.1	4km WSW of Orinda, CA	2021-03-15	16:11:05	37.8683333	-122.2191667
ci:39580719	1.0	6km NW of Mira Loma, CA	2021-03-15	16:00:54	34.034	-117.5615
ok:2021fepg	1.6	8 km ESE of Turley, Oklahoma	2021-03-15	15:59:29	36.20283333	-95.89866667
nc:73535386	1.2	11km ESE of Gilroy, CA	2021-03-15	15:55:15	36.9783333	-121.4496667
nc:73535381	1.0	5km NW of The Geysers, CA	2021-03-15	15:49:14	38.8046684	-122.8061676
hv:72384427	0.8	12 km SSE of Volcano, Hawaii	2021-03-15	15:46:52	19.3418333333333	-155.1845
us:7000djjb	4.9	11 km SSW of Tsarítsani, Greece	2021-03-15	15:43:38	39.7909	22.1534
us:7000djj9	4.4	101 km W of San Antonio de los Cobres, Argentina	2021-03-15	15:37:11	-24.1581	-67.3167
us:7000djj8	4.3	184 km NNE of Baukau, Timor Leste	2021-03-15	15:33:02	-6.8505	126.8488
ci:39580711	1.1	6km W of Muscoy, CA	2021-03-15	15:27:15	34.163	-117.4033333
nc:73535376	0.9	3km ESE of The Geysers, CA	2021-03-15	15:21:27	38.7625008	-122.7259979
ak:0213emqkdn	2.1	30 km SE of Kokhanok, Alaska	2021-03-15	15:06:44	59.2155	-154.4607
ci:39580671	1.6	39km N of Yucca Valley, CA	2021-03-15	15:02:52	34.4673333	-116.4621667
ci:39580663	0.2	8km ESE of Valle Vista, CA	2021-03-15	14:56:15	33.7166667	-116.8208333
ak:0213emeriy	2.2	67 km NNW of Huslia, Alaska	2021-03-15	14:51:39	66.2132	-157.182
hv:72384367	2.4	8 km ENE of Pāhala, Hawaii	2021-03-15	14:49:39	19.2333335876465	-155.400833129883
hv:72384357	2.0	7 km E of Pāhala, Hawaii	2021-03-15	14:43:43	19.200834274292	-155.408996582031
nc:73535371	0.6	4km NW of The Geysers, CA	2021-03-15	14:36:30	38.8071671	-122.7919998
hv:72384352	1.9	1 km SE of Pāhala, Hawaii	2021-03-15	14:36:24	19.1896667480469	-155.465835571289
mb:80491799	1.9	13 km ESE of Lincoln, Montana	2021-03-15	14:35:59	46.9095	-112.5125
ci:39580623	0.7	4km SE of Redlands, CA	2021-03-15	14:27:43	34.027	-117.1558333
tx:2021femg	2.4	64 km SSW of Whites City, New Mexico	2021-03-15	14:24:31	31.61156914	-104.5282931
pr:2021074006	3.6	74 km NNW of San Antonio, Puerto Rico	2021-03-15	14:23:33	19.1403	-67.294
tx:2021feme	2.0	54 km S of Whites City, New Mexico	2021-03-15	14:22:19	31.68947733	-104.2814307
ak:0213em7u2t	2.5	25 km W of Happy Valley, Alaska	2021-03-15	14:19:06	59.9755	-152.1763
ak:0213em48p1	2.6	63 km ESE of Port Heiden, Alaska	2021-03-15	14:02:29	56.7905	-157.6309
hv:72384307	1.9	17 km NW of Volcano, Hawaii	2021-03-15	14:00:24	19.5314998626709	-155.372497558594
us:7000djhz	3.2	4 km NE of Eastborough, Kansas	2021-03-15	13:59:11	37.715	-97.2322
ak:0213eltyvw	2.2	54 km W of Anchor Point, Alaska	2021-03-15	13:54:36	59.7403	-152.8047
us:7000djhu	3.1	3 km NE of Eastborough, Kansas	2021-03-15	13:52:28	37.7096	-97.2376
nc:73535366	0.9	9km WSW of Round Valley, CA	2021-03-15	13:52:01	37.3796667	-118.6908333
hv:72384282	2.1	0 km S of Pāhala, Hawaii	2021-03-15	13:36:51	19.1978340148926	-155.479339599609
mb:80491794	1.6	9 km NNW of Stanley, Idaho	2021-03-15	13:35:40	44.2983333	-114.9641667
ak:0213ellroa	1.0	Southern Alaska	2021-03-15	13:16:25	60.6459	-142.9901
nn:00802660	1.6	28 km WSW of Hawthorne, Nevada	2021-03-15	13:14:05	38.4074	-118.9192
us:7000djhk	4.6	south of the Fiji Islands	2021-03-15	13:13:14	-23.8319	-179.3479
nc:73535361	0.7	13km ENE of Cloverdale, CA	2021-03-15	13:11:34	38.8424988	-122.878334
us:7000djhj	4.7	9 km ENE of Santiago, Philippines	2021-03-15	13:10:56	7.3105	126.6527
hv:72384267	2.0	5 km SE of Pāhala, Hawaii	2021-03-15	13:02:25	19.1641674041748	-155.446670532227
tx:2021fejm	1.6	59 km SSW of Whites City, New Mexico	2021-03-15	13:00:16	31.6611447	-104.5363434
ak:0213el9li5	1.8	5 km SSE of Big Lake, Alaska	2021-03-15	12:59:31	61.4818	-149.908
tx:2021feje	1.8	54 km S of Whites City, New Mexico	2021-03-15	12:52:00	31.69223477	-104.281452
nc:73535356	1.1	6km NW of The Geysers, CA	2021-03-15	12:48:26	38.8204994	-122.8033371
pr:2021074005	3.2	7 km NNE of San Antonio, Puerto Rico	2021-03-15	12:41:02	18.5521	-67.0716
ak:0213el5hpy	1.5	43 km SW of Manley Hot Springs, Alaska	2021-03-15	12:40:12	64.7708	-151.3761
us:7000djhc	4.3	104 km ENE of Iquique, Chile	2021-03-15	12:40:09	-19.7016	-69.3065
ci:39580527	0.9	10km NNW of Anza, CA	2021-03-15	12:32:31	33.6353333	-116.725
ci:37469613	1.0	14km SSE of Lone Pine, CA	2021-03-15	12:32:16	36.475	-117.9896667
hv:72384252	1.9	4 km SSE of Pāhala, Hawaii	2021-03-15	12:30:33	19.1650009155273	-155.462005615234
ci:37319852	0.4	10km NNW of Anza, CA	2021-03-15	12:30:18	33.63	-116.7273333
ci:39580519	0.7	10km NNW of Anza, CA	2021-03-15	12:30:14	33.6336667	-116.7333333
ci:37319844	0.6	10km NNW of Anza, CA	2021-03-15	12:29:28	33.6303333	-116.7235
ci:39580511	0.5	10km NNW of Anza, CA	2021-03-15	12:29:14	33.6318333	-116.7293333
ci:39580503	0.5	9km NNW of Anza, CA	2021-03-15	12:26:05	33.6228333	-116.7223333
ci:37319836	1.0	10km NNW of Anza, CA	2021-03-15	12:24:56	33.6316667	-116.7303333
ci:39580495	0.9	10km NNW of Anza, CA	2021-03-15	12:24:55	33.6315	-116.7296667
ci:39580487	0.9	11km NNW of Anza, CA	2021-03-15	12:23:34	33.6363333	-116.7373333
ci:39580479	0.6	11km S of Idyllwild, CA	2021-03-15	12:23:27	33.6431667	-116.7255
ci:39580471	0.7	10km NNW of Anza, CA	2021-03-15	12:23:17	33.6315	-116.7273333
ci:39580463	0.5	10km NNW of Anza, CA	2021-03-15	12:22:52	33.6316667	-116.7288333
mb:80491789	2.2	9 km NNW of Stanley, Idaho	2021-03-15	12:17:28	44.2956667	-114.9703333
ci:39580447	1.2	13km W of Niland, CA	2021-03-15	12:16:01	33.2295	-115.6571667
ci:39580455	0.8	14km SE of Anza, CA	2021-03-15	12:15:57	33.4828333	-116.5535
av:91021763	0.2	36 km WSW of Adak, Alaska	2021-03-15	12:10:57	51.7935	-177.1435
ci:39580439	0.8	10km NNW of Anza, CA	2021-03-15	12:09:03	33.6321667	-116.7328333
ci:37319828	0.0	10km NNW of Anza, CA	2021-03-15	12:09:00	33.633	-116.729
ok:2021fehn	0.2	16 km NNE of Morrison, Oklahoma	2021-03-15	12:01:58	36.43566667	-96.95233333
nn:00802658	1.3	34 km SE of Mina, Nevada	2021-03-15	12:00:22	38.1596	-117.8454
hv:72384192	1.3	25 km N of Pāhala, Hawaii	2021-03-15	11:47:29	19.436	-155.481
nc:73535351	1.0	14km NE of San Martin, CA	2021-03-15	11:42:35	37.162	-121.4803333
us:7000djh0	5.2	45 km ESE of Kokopo, Papua New Guinea	2021-03-15	11:41:35	-4.4922	152.6539
ak:0213ekk567	1.5	66 km WNW of Happy Valley, Alaska	2021-03-15	11:40:55	60.1034	-152.8743
hv:72384182	2.0	8 km ESE of Pāhala, Hawaii	2021-03-15	11:34:03	19.1805000305176	-155.404006958008
ci:39580399	0.5	5km WSW of Aguanga, CA	2021-03-15	11:32:19	33.4315	-116.9198333
us:7000djgy	4.6	4 km NE of Maloma, Philippines	2021-03-15	11:20:10	15.1373	120.0956
us:7000djgx	3.0	27 km NW of Stanley, Idaho	2021-03-15	11:20:05	44.377	-115.1996
uw:61718101	1.1	0 km WSW of Riverbend, Washington	2021-03-15	11:14:09	47.4625	-121.76
nc:73535346	0.4	13km WNW of Toms Place, CA	2021-03-15	11:13:26	37.6116667	-118.8126667
tx:2021fefw	1.7	58 km S of Whites City, New Mexico	2021-03-15	11:10:51	31.65444004	-104.300535
nc:73535341	0.4	8km NW of The Geysers, CA	2021-03-15	10:54:30	38.8339996	-122.8161697
nc:73535336	0.4	8km NW of The Geysers, CA	2021-03-15	10:54:23	38.8326667	-122.8163333
hv:72384132	2.1	3 km E of Pāhala, Hawaii	2021-03-15	10:49:33	19.2046661376953	-155.441665649414
us:7000djgs	4.9	Kermadec Islands region	2021-03-15	10:44:40	-29.1325	-176.7105
ci:39580391	0.4	13km WNW of Anza, CA	2021-03-15	10:43:27	33.6021667	-116.8071667
ci:37319820	0.1	13km WNW of Anza, CA	2021-03-15	10:43:22	33.6015	-116.805
uu:60429357	0.9	8 km NNW of Magna, Utah	2021-03-15	10:32:17	40.7838333	-112.1301667
nc:73535331	0.4	7km W of Cobb, CA	2021-03-15	10:32:12	38.8310013	-122.8068314
hv:72384107	2.4	1 km SSW of Pāhala, Hawaii	2021-03-15	10:30:30	19.1935005187988	-155.483337402344
hv:72384102	2.4	1 km S of Pāhala, Hawaii	2021-03-15	10:30:08	19.1883335113525	-155.480331420898
ok:2021feef	1.3	11 km SE of Ratliff City, Oklahoma	2021-03-15	10:21:29	34.387	-97.40566667
uw:61718096	0.1	25 km ENE of Ashford, Washington	2021-03-15	10:21:15	46.8825	-121.7465
nc:73535326	1.0	40km NNE of Toms Place, CA	2021-03-15	10:20:51	37.9061667	-118.5588333
nc:73535321	1.5	40km NNE of Toms Place, CA	2021-03-15	10:18:39	37.9058333	-118.5606667
ak:0213ejt3xg	1.6	20 km WSW of Point MacKenzie, Alaska	2021-03-15	10:14:42	61.2904	-150.328
mb:80491774	2.4	27 km WNW of Hebgen Lake Estates, Montana	2021-03-15	10:09:35	44.8191667	-111.5355
ak:0213ejrmo0	1.4	38 km NNE of Whittier, Alaska	2021-03-15	10:07:52	61.0662	-148.3004
mb:80491769	2.7	9 km NNW of Stanley, Idaho	2021-03-15	10:03:16	44.2943333	-114.9833333
mb:80491764	1.7	9 km NNW of Stanley, Idaho	2021-03-15	10:00:46	44.2963333	-114.9655
hv:72384077	2.5	2 km E of Pāhala, Hawaii	2021-03-15	09:57:50	19.1998329162598	-155.456497192383
mb:80491759	1.9	9 km NNW of Stanley, Idaho	2021-03-15	09:54:12	44.2963333	-114.9728333
us:7000djgi	4.5	107 km S of La Libertad, El Salvador	2021-03-15	09:53:42	12.5221	-89.2405
ci:39580383	1.1	15km E of Ocotillo Wells, CA	2021-03-15	09:53:16	33.1393333	-115.9673333
ak:0213eje1ul	1.4	37 km SSW of Dry Creek, Alaska	2021-03-15	09:44:17	63.3524	-144.9849
nn:00802655	1.2	32 km SE of Mina, Nevada	2021-03-15	09:43:53	38.155	-117.8953
pr:2021074004	1.9	3 km SSW of Indios, Puerto Rico	2021-03-15	09:37:32	17.9651	-66.837
nc:73535316	1.5	10km NNW of Redwood Valley, CA	2021-03-15	09:31:54	39.3538333	-123.2455
tx:2021fecn	1.7	53 km SSW of Whites City, New Mexico	2021-03-15	09:29:31	31.71987792	-104.5488085
pr:2021074003	2.7	0 km NE of Guánica, Puerto Rico	2021-03-15	09:22:26	17.977	-66.9005
ci:39580375	1.0	15km W of Searles Valley, CA	2021-03-15	09:21:23	35.7708333	-117.5676667
mb:80491749	2.0	20 km NW of Stanley, Idaho	2021-03-15	09:06:55	44.3256667	-115.15
ak:0213eivvcl	2.4	77 km SSE of Halibut Cove, Alaska	2021-03-15	08:59:34	59.0138	-150.4723
ci:39580367	0.4	9km S of Yucca Valley, CA	2021-03-15	08:55:36	34.0363333	-116.4481667
hv:72384017	0.9	22 km ENE of Honaunau	2021-03-15	08:51:49	19.5225	-155.660833333333
ak:0213eisnp4	1.8	2 km E of Anchorage, Alaska	2021-03-15	08:44:36	61.2173	-149.8615
nc:73535311	1.2	2km NW of The Geysers, CA	2021-03-15	08:41:25	38.788166	-122.767334
ok:2021feav	0.8	4 km S of Avard, Oklahoma	2021-03-15	08:38:47	36.656	-98.79666667
ak:0213eiqqvv	1.9	131 km E of McCarthy, Alaska	2021-03-15	08:35:44	61.4372	-140.4587
av:91021758	1.0	86 km NNW of Karluk, Alaska	2021-03-15	08:33:34	58.2891666666667	-154.992
hv:72383992	1.7	9 km E of Pāhala, Hawaii	2021-03-15	08:29:57	19.211	-155.387333333333
ak:0213eiphic	1.9	26 km ENE of Point Possession, Alaska	2021-03-15	08:29:56	60.9917	-150.2268
tx:2021fean	2.0	57 km S of Whites City, New Mexico	2021-03-15	08:29:18	31.65810426	-104.3027171
tx:2021feag	2.4	57 km S of Whites City, New Mexico	2021-03-15	08:21:17	31.66082437	-104.3091977
hv:72383982	1.9	27 km E of Honaunau	2021-03-15	08:20:35	19.4713333333333	-155.600833333333
nc:73535306	0.9	8km NW of The Geysers, CA	2021-03-15	08:20:22	38.8336678	-122.8174973
hv:72383977	1.8	2 km SE of Pāhala, Hawaii	2021-03-15	08:17:52	19.1863333333333	-155.4645
hv:72383972	1.7	9 km E of Pāhala, Hawaii	2021-03-15	08:14:51	19.2023333333333	-155.392166666667
tx:2021fdzt	1.9	59 km SSW of Whites City, New Mexico	2021-03-15	08:05:32	31.65834653	-104.5416965
hv:72383967	1.7	6 km ENE of Pāhala, Hawaii	2021-03-15	08:05:31	19.223	-155.4155
mb:80491744	1.5	9 km NNW of Stanley, Idaho	2021-03-15	08:04:21	44.297	-114.9651667
nc:73535301	0.2	3km SE of The Geysers, CA	2021-03-15	08:03:50	38.7586667	-122.7253333
ak:0213eiaf1j	2.3	57 km WNW of Ninilchik, Alaska	2021-03-15	07:59:26	60.3123	-152.5593
hv:72383962	0.7	27 km E of Honaunau	2021-03-15	07:58:19	19.4471666666667	-155.601
ak:0213eia1zc	1.5	83 km NW of Aleneva, Alaska	2021-03-15	07:57:49	58.5986	-153.9114
hv:72383947	0.7	28 km E of Honaunau	2021-03-15	07:47:22	19.4658333333333	-155.598166666667
ak:0213ei7nv5	1.6	3 km WSW of Point MacKenzie, Alaska	2021-03-15	07:46:40	61.3444	-150.0304
ci:39580351	0.7	14km WNW of Anza, CA	2021-03-15	07:44:16	33.5988333	-116.8096667
ak:0213ei5pg6	1.8	7 km SSW of Happy Valley, Alaska	2021-03-15	07:37:28	59.8872	-151.7796
ok:2021fdyu	1.4	2 km NNE of Quinton, Oklahoma	2021-03-15	07:36:18	35.14716667	-95.357
hv:72383932	0.7	27 km E of Honaunau	2021-03-15	07:25:58	19.4178333333333	-155.607333333333
tx:2021fdyk	1.8	57 km S of Whites City, New Mexico	2021-03-15	07:24:50	31.65671003	-104.3053971
nc:73535291	2.6	1km N of Pinnacles, CA	2021-03-15	07:14:51	36.5410004	-121.142334
mb:80491739	2.1	9 km NNW of Stanley, Idaho	2021-03-15	07:06:40	44.2943333	-114.9803333
ci:39580343	0.3	8km SSW of Idyllwild, CA	2021-03-15	07:04:12	33.6691667	-116.7445
hv:72383922	2.0	3 km S of Pāhala, Hawaii	2021-03-15	07:03:56	19.1675	-155.476666666667
hv:72383917	4.1	12 km SSE of Volcano, Hawaii	2021-03-15	06:59:41	19.3325	-155.202166666667
ci:37469605	0.3	16km E of Little Lake, CA	2021-03-15	06:57:38	35.9123333	-117.7298333
ci:39580335	0.8	16km E of Little Lake, CA	2021-03-15	06:57:13	35.91	-117.7276667
hv:72383907	0.7	26 km E of Honaunau	2021-03-15	06:55:16	19.4508333333333	-155.608166666667
ci:39580327	0.8	12km NE of Inyokern, CA	2021-03-15	06:54:36	35.7283333	-117.7228333
hv:72383892	2.5	2 km ESE of Pāhala, Hawaii	2021-03-15	06:43:40	19.1978340148926	-155.454833984375
ak:0213ehi54y	2.2	3 km NNE of Knik, Alaska	2021-03-15	06:27:34	61.4821	-149.6984
us:7000djfh	4.9	central Mid	2021-03-15	06:27:25	7.9867	-37.9464
uu:60429342	1.8	26 km ESE of Salina, Utah	2021-03-15	06:20:26	38.882	-111.5733333
ak:0213ehgfaf	2.4	72 km NW of Cold Bay, Alaska	2021-03-15	06:19:33	55.6343	-163.5461
nc:73535276	0.9	9km WNW of Cobb, CA	2021-03-15	06:16:20	38.8395004	-122.8243332
hv:72383877	0.7	26 km E of Honaunau	2021-03-15	06:10:53	19.4251666666667	-155.611666666667
mb:80491734	1.7	19 km WNW of Stanley, Idaho	2021-03-15	06:07:04	44.2746667	-115.1713333
hv:72383872	0.7	25 km E of Honaunau	2021-03-15	06:06:43	19.4568333333333	-155.622166666667
mb:80491724	2.3	25 km NE of Stanley, Idaho	2021-03-15	06:04:52	44.3948333	-114.727
hv:72383867	1.6	9 km NE of Pāhala, Hawaii	2021-03-15	06:02:20	19.253	-155.402
mb:80491719	1.6	26 km NE of Stanley, Idaho	2021-03-15	06:02:11	44.4	-114.7218333
ci:39580319	0.7	7km SSW of Idyllwild, CA	2021-03-15	05:55:44	33.6891667	-116.7593333
pr:2021074002	3.1	63 km N of Hatillo, Puerto Rico	2021-03-15	05:44:26	19.056	-66.8256
us:7000djf4	2.0	4 km NE of Eastborough, Kansas	2021-03-15	05:29:00	37.7186	-97.2359
ok:2021fduo	1.3	1 km WNW of Quinton, Oklahoma	2021-03-15	05:28:45	35.12866667	-95.38283333
nc:73535271	1.2	7km NW of The Geysers, CA	2021-03-15	05:24:29	38.8260002	-122.8123322
us:7000djf9	4.7	southeast of the Loyalty Islands	2021-03-15	05:23:04	-22.7952	172.9753
hv:72383842	0.9	20 km ENE of Honaunau	2021-03-15	05:19:27	19.5063333333333	-155.676
us:7000djfd	3.9	34 km S of Atka, Alaska	2021-03-15	05:13:30	51.89	-174.257
nc:73535266	0.2	7km NW of The Geysers, CA	2021-03-15	05:09:17	38.8241667	-122.8106667
ak:0213egskd2	1.4	18 km SE of Knik River, Alaska	2021-03-15	05:08:00	61.3283	-148.7018
ak:0213egqw5l	1.4	24 km ESE of Skwentna, Alaska	2021-03-15	05:00:20	61.9097	-150.9547
hv:72383817	1.6	Island of Hawaii, Hawaii	2021-03-15	04:56:38	19.2048333333333	-155.4205
mb:80491714	1.7	8 km NNW of Stanley, Idaho	2021-03-15	04:45:35	44.2928333	-114.9655
pr:2021074001	2.2	11 km SSE of Maria Antonia, Puerto Rico	2021-03-15	04:43:34	17.8811	-66.8423
ak:0213egehsr	2.4	54 km WNW of Haines Junction, Canada	2021-03-15	04:42:35	60.8814	-138.4792
tx:2021fdsu	2.0	5 km NW of Toyah, Texas	2021-03-15	04:35:12	31.35271381	-103.8332989
ok:2021fdsu	1.5	11 km SE of Ratliff City, Oklahoma	2021-03-15	04:35:04	34.38033333	-97.41716667
mb:80491704	1.9	8 km NNW of Stanley, Idaho	2021-03-15	04:16:33	44.2956667	-114.9618333
uw:61718081	1.1	3 km S of Renton, Washington	2021-03-15	04:10:08	47.4496666666667	-122.2075
ok:2021fdry	1.2	8 km SSE of Tatums, Oklahoma	2021-03-15	04:08:52	34.41483333	-97.42333333
nc:73535261	0.4	9km NW of The Geysers, CA	2021-03-15	04:03:38	38.8246651	-122.8433304
ci:39580287	1.1	15km WSW of Searles Valley, CA	2021-03-15	03:57:49	35.6963333	-117.541
